"ident","icao","name","latitude","longitude","iapExists"
"MCB","KMCB","Mc Comb/Pike County/John E Lewis Fld","31.17844444","-90.47186111","1"
"MEI","KMEI","Key Fld","32.33286167","-88.75157222","0"
"UOX","KUOX","University-Oxford","34.38433333","-89.53680556","1"
"PQL","KPQL","Trent Lott Intl","30.46277194","-88.52922861","1"
"M13","","Poplarville/Pearl River County","30.78657639","-89.5045375","1"
"M43","","Prentiss-Jefferson Davis County","31.59530556","-89.90644444","1"
"23M","","Clarke County","32.0859545","-88.73902519","0"
"JVW","KJVW","John Bell Williams","32.30447222","-90.41052778","1"
"M59","","Richton-Perry County","31.31703194","-88.9348625","0"
"25M","","Ripley","34.72272222","-89.01469444","1"
"M51","","Oktibbeha","33.49767886","-88.68142192","1"
"30M","","Ralph M Sharpe","34.65908333","-90.37622222","0"
"UTA","KUTA","Tunica Muni","34.68505556","-90.34777778","1"
"TUP","KTUP","Tupelo Rgnl","34.269","-88.76988889","1"
"T36","","Paul Pittman Meml","31.14560472","-90.16790722","0"
"08M","","Carthage-Leake County","32.76158333","-89.53038889","0"
"09M","","Charleston Muni","33.99136111","-90.07855556","0"
"CKM","KCKM","Fletcher Fld","34.29972222","-90.51230556","1"
"RNV","KRNV","Cleveland Muni","33.76252778","-90.75794444","1"
"0R0","","Columbia/Marion County","31.29784639","-89.81148694","1"
"2M4","","G V Montgomery","32.35494444","-89.48816667","0"
"GLH","KGLH","Greenville Mid-Delta","33.48524828","-90.98448592","1"
"MS9","","Eagles Ridge","34.79643056","-89.91322222","0"
"H75","","Hernando Village Airpark","34.79815444","-90.03703583","0"
"14M","","Hollandale Muni","33.18251489","-90.83049347","0"
"M41","","Holly Springs-Marshall County","34.80436111","-89.52111111","1"
"M44","","Houston Muni","33.88649444","-89.022975","0"
"IDL","KIDL","Indianola Muni","33.48572222","-90.67888889","1"
"LUL","KLUL","Hesler/Noble Fld","31.67302778","-89.17280556","1"
"19M","","C A Moore","33.12546111","-90.02555694","1"
"LMS","KLMS","Louisville/Winston County","33.14598833","-89.06244833","1"
"4R1","","I H Bass Jr Meml","31.01533333","-89.48255556","0"
"HEZ","KHEZ","Hardy-Anders Fld/Natchez-Adams County","31.61366111","-91.29733556","1"
"M72","","New Albany/Union County","34.54900972","-89.02443611","1"
"M23","","James H Easom Fld","32.31200694","-89.13565","0"
"5R2","","Ocean Springs","30.38944444","-88.75344444","0"
"5A4","","Okolona Muni/Richard Stovall Fld","34.01580556","-88.72619444","1"
"OLV","KOLV","Olive Branch/Taylor Fld","34.97875","-89.78686111","1"
"MPE","KMPE","Philadelphia Muni","32.79921203","-89.12599719","1"
"MJD","KMJD","Picayune Muni","30.48747222","-89.65119444","1"
"04M","","Calhoun County","33.93008333","-89.34327778","0"
"22M","","Pontotoc County","34.27555556","-89.03802778","0"
"STF","KSTF","George M Bryan","33.43311111","-88.84861111","1"
"VKS","KVKS","Vicksburg Muni","32.239145","-90.928195","1"
"33M","","Water Valley Muni","34.16786111","-89.68488889","0"
"2R0","","Waynesboro Muni","31.64355389","-88.635095","0"
"M83","","McCharen Fld","33.58402778","-88.66669444","1"
"M24","","Dean Griffin Meml","30.843","-89.1615","1"
"5A6","","Winona-Montgomery County","33.46498778","-89.7302175","1"
"87I","","Yazoo County","32.88348417","-90.46398972","1"
"3U3","","Bowman Fld","46.1534145","-112.8677346","1"
"3U4","","St Labre Mission","45.60655556","-106.27425","0"
"3U5","","Augusta","47.46341667","-112.3801111","0"
"BHK","KBHK","Baker Muni","46.34661111","-104.2581111","1"
"3U7","","Benchmark","47.48202778","-112.8723056","0"
"53U","","Ferndale Airfield","48.06047222","-114.0011667","0"
"BZN","KBZN","Bozeman Yellowstone Intl","45.77723578","-111.1502603","1"
"6S1","","Bridger Muni","45.29161389","-108.9256989","0"
"00F","","Broadus","45.47047222","-105.4571389","0"
"8S0","","Starr-Browning Airstrip","48.601","-113.1153056","0"
"BTM","KBTM","Bert Mooney","45.95480556","-112.4974722","1"
"LTY","KLTY","Liberty County","48.51072222","-110.9908639","0"
"S71","","Edgar G Obie","48.59211111","-109.2506111","0"
"S85","","Big Sky Fld","48.15355972","-104.5040556","0"
"CTB","KCTB","Cut Bank Intl","48.60835475","-112.3761508","1"
"38S","","Deer Lodge-City-County","46.38783333","-112.7649444","1"
"4U9","","Dell Flight Strip","44.73575","-112.7196944","0"
"5U0","","Denton","47.32086111","-109.9419167","0"
"DLN","KDLN","Dillon","45.25536111","-112.5525","1"
"M26","","Drummond","46.6207625","-113.2050661","0"
"5U1","","Dutton","47.84719444","-111.6982778","0"
"37S","","Fort Peck","48.00483333","-106.4778889","0"
"5U7","","Fort Smith Landing Strip","45.3207925","-107.9312219","0"
"29S","","Gardiner","45.04993556","-110.7466008","0"
"5U8","","Geraldine","47.596455","-110.2659133","0"
"GGW","KGGW","Wokal Fld/Glasgow-Valley County","48.21244444","-106.6148056","1"
"GDV","KGDV","Dawson Community","47.13872222","-104.8072222","1"
"HWQ","KHWQ","Wheatland County At Harlowton","46.44861111","-109.8527778","1"
"HVR","KHVR","Havre City-County","48.54298472","-109.7623422","1"
"HLN","KHLN","Helena Rgnl","46.60672222","-111.9832778","1"
"GPI","KGPI","Glacier Park Intl","48.3105","-114.256","1"
"M75","","Malta","48.36694444","-107.9193333","1"
"0S1","","Meadow Creek Usfs","47.84936517","-113.4174194","0"
"MLS","KMLS","Frank Wiley Fld","46.42688639","-105.8882253","1"
"MSO","KMSO","Missoula Montana","46.91630556","-114.0905556","1"
"PO1","","Poplar Muni","48.13441667","-105.1621389","1"
"H28","","Whetstone Intl","48.99998972","-112.7925808","0"
"RED","KRED","Red Lodge","45.18483333","-109.2577097","0"
"7U8","","Richey","47.62641667","-105.0795833","0"
"7S0","","Ronan","47.56716667","-114.1010833","1"
"RPX","KRPX","Roundup","46.475","-108.5434167","1"
"M42","","Russian Flat","46.72431111","-110.4178278","0"
"8U0","","Ryegate","46.29047222","-109.2476944","0"
"3U8","","Big Sandy","48.16343586","-110.1142839","0"
"6S0","","Big Timber At Howard Fld","45.80647725","-109.9782566","1"
"BIL","KBIL","Billings Logan Intl","45.80784914","-108.5435436","0"
"3U9","","Boulder","46.21166667","-112.1076111","0"
"CII","KCII","Choteau","47.82834778","-112.1683358","1"
"4U6","","Circle Town County","47.41833333","-105.5608889","1"
"RC0","","Rock Creek","46.72714917","-113.6575933","0"
"M46","","Colstrip","45.85283333","-106.7092778","1"
"6S3","","Woltermann Meml","45.63052389","-109.239215","0"
"S04","","Condon Usfs","47.53882583","-113.7203683","0"
"4U7","","West Fork Lodge","45.86225","-114.21775","0"
"S01","","Conrad","48.16827778","-111.9764444","1"
"97M","","Ekalaka","45.87648533","-104.5375713","0"
"EKS","KEKS","Ennis Big Sky","45.27572472","-111.6489156","1"
"88M","","Eureka","48.96841667","-115.0794167","0"
"5U5","","Fairfield","47.63383333","-111.9811944","0"
"5U6","","Fairview","47.86252778","-104.0714167","0"
"1S3","","Tillitt Fld","46.27115078","-106.6239021","1"
"79S","","Fort Benton","47.84418889","-110.6368611","1"
"GTF","KGTF","Great Falls Intl","47.48229928","-111.3702794","1"
"HRF","KHRF","Ravalli County","46.25716589","-114.1238431","1"
"48S","","Harlem","48.56629456","-108.7740362","0"
"6U5","","Hinsdale","48.38802056","-107.0832889","0"
"6U6","","Hogeland","48.86013889","-108.6609444","0"
"S09","","Hot Springs","47.61243722","-114.6134628","0"
"6U7","","Hysham","46.29347222","-107.1933056","0"
"JDN","KJDN","Jordan","47.32875","-106.9526944","0"
"S27","","Kalispell City","48.17856944","-114.3037408","0"
"6S8","","Laurel Muni","45.70517822","-108.7607711","1"
"80S","","Lavina","46.30727778","-108.9548056","0"
"LWT","KLWT","Lewistown Muni","47.04925","-109.4666944","1"
"S59","","Libby","48.28383333","-115.4902222","1"
"S69","","Lincoln","46.9547025","-112.6502169","0"
"LVM","KLVM","Mission Fld","45.69941667","-110.4480278","1"
"S00","","Opheim","48.86669167","-106.4172542","0"
"U05","","Riddick Fld","46.31735308","-113.3051506","0"
"S34","","Plains","47.47355583","-114.9070814","0"
"PWD","KPWD","Sher-Wood","48.79051556","-104.5237383","1"
"8S1","","Polson","47.69544444","-114.1852778","1"
"52S","","St Ignatius","47.325","-114.0808333","0"
"8U1","","Sand Springs Strip","47.10413889","-107.5029167","0"
"8U2","","Schafer /Usfs/","48.07961111","-113.245","0"
"9S2","","Scobey","48.80772222","-105.4394722","1"
"8U3","","Scobey Border Station/East Poplar Intl","48.99952778","-105.40025","0"
"23S","","Seeley Lake","47.18194444","-113.4452222","0"
"SBX","KSBX","Shelby","48.54069444","-111.87125","1"
"SDY","KSDY","Sidney-Richland Rgnl","47.70686111","-104.1925556","1"
"8U4","","Spotted Bear /Usfs/","47.96166667","-113.5594722","0"
"S64","","Stanford/Biggerstaff Fld","47.14686306","-110.2300456","0"
"32S","","Stevensville","46.52511111","-114.0528056","1"
"9S4","","Mineral County","47.16825944","-114.8537411","0"
"7S8","","Ross Intl","48.99855556","-111.9782222","0"
"8U6","","Terry","46.77713889","-105.3131111","0"
"THM","KTHM","Thompson Falls","47.57349778","-115.2806561","0"
"WYS","KWYS","Yellowstone","44.68838889","-111.1176389","1"
"58S","","Whitefish","48.40802","-114.2995761","0"
"7S6","","White Sulphur Springs","46.49557861","-110.9119175","1"
"9U1","","Wilsall","46.04954583","-110.6849542","0"
"9S7","","Winifred","47.55538889","-109.3867097","0"
"MT3","","Knox Ridge","47.61666667","-108.8480556","0"
"LC0","","Left Coulee","47.88527778","-109.0227778","0"
"CW0","","Cow Creek","47.9475","-109.0080556","0"
"BW8","","Bullwhacker","47.84777778","-109.0994444","0"
"BB0","","Black Butte North","47.84555556","-109.1869444","0"
"WH0","","Woodhawk","47.77944444","-109.0786111","0"
"RHP","KRHP","Western Carolina Rgnl","35.19522972","-83.86303861","1"
"HBI","KHBI","Asheboro Rgnl","35.654525","-79.89473722","1"
"AVL","KAVL","Asheville Rgnl","35.43611306","-82.5420475","1"
"3W6","","Bladenboro","34.54286111","-78.77816667","0"
"BUY","KBUY","Burlington/Alamance Rgnl","36.04972778","-79.47300806","1"
"JQF","KJQF","Concord-Padgett Rgnl","35.38777028","-80.7091325","1"
"ONX","KONX","Currituck County Rgnl","36.39994111","-76.01542528","1"
"EYF","KEYF","Curtis L Brown Jr Fld","34.60181556","-78.57927639","1"
"ZEF","KZEF","Elkin Muni","36.28","-80.78605556","1"
"7W6","","Hyde County","35.56203694","-75.95565417","1"
"HRJ","KHRJ","Harnett Rgnl Jetport","35.380155","-78.73223667","1"
"N08","","Flanagan Fld","35.55666667","-77.56055556","0"
"FAY","KFAY","Fayetteville Rgnl/Grannis Fld","34.99121111","-78.88027417","1"
"AKH","KAKH","Gastonia Muni","35.20262306","-81.14987583","1"
"GWW","KGWW","Wayne Exec Jetport","35.46055528","-77.9649275","1"
"9S5","","Three Forks","45.87811111","-111.5694444","0"
"B70","","Tiber Dam","48.31387083","-111.1091411","0"
"8U8","","Broadwater County","46.33123194","-111.4825861","0"
"8U9","","Canyon Ferry","46.41882111","-111.5771939","0"
"57S","","Troy","48.48022056","-115.9035067","0"
"9U0","","Turner","48.85031944","-108.4037528","0"
"RVF","KRVF","Ruby Valley Fld","45.53541667","-112.3022778","1"
"7S7","","Valier","48.30014861","-112.2511415","0"
"7S2","","Winnett","46.97666667","-108.365","0"
"7S4","","Wisdom","45.59158972","-113.4592256","0"
"02T","","Wise River","45.77002778","-112.9804722","0"
"OLF","KOLF","L M Clayton","48.0945","-105.5750556","1"
"ASJ","KASJ","Tri-County At Henry Joyner Fld","36.29752639","-77.17085278","1"
"VUJ","KVUJ","Stanly County","35.41669389","-80.15079111","1"
"MRH","KMRH","Michael J Smith Fld","34.73375861","-76.66035472","1"
"BQ1","","Gilliam - Mc Connell Airfield","35.34166667","-79.43694444","0"
"CLT","KCLT","Charlotte/Douglas Intl","35.21374042","-80.94906867","1"
"CTZ","KCTZ","Clinton-Sampson County","34.97493528","-78.36563","1"
"EDE","KEDE","Northeastern Rgnl","36.02859","-76.5697675","1"
"ECG","KECG","Elizabeth City Cg Air Station/Rgnl","36.26057556","-76.17456722","1"
"2GC","","Grays Creek","34.89369167","-78.84353056","0"
"1A5","","Macon County","35.22231219","-83.41999661","1"
"W88","","Air Harbor","36.17361111","-79.80305556","0"
"3A4","","Greensboro Exec","35.94194833","-79.68550917","0"
"GSO","KGSO","Piedmont Triad Intl","36.10132667","-79.94112278","1"
"PGV","KPGV","Pitt-Greenville","35.63569444","-77.38408333","1"
"IXA","KIXA","Halifax/Northampton Rgnl","36.32979167","-77.63523083","1"
"HSE","KHSE","Billy Mitchell","35.23280556","-75.61780556","1"
"0A7","","Hendersonville","35.30761667","-82.43317417","0"
"28A","","Goose Creek","35.12097944","-80.58728944","0"
"OAJ","KOAJ","Albert J Ellis","34.82916667","-77.61213889","1"
"N22","","Sky Manor","34.71085278","-77.58498611","0"
"GEV","KGEV","Ashe County","36.43247222","-81.4185","1"
"78A","","Swan Creek","36.20283711","-80.867697","0"
"N88","","Kecks","35.926525","-79.627525","0"
"EXX","KEXX","Davidson County Exec","35.78114139","-80.30377333","1"
"N61","","Hinshaw (Greenacres)","35.87374806","-79.52752222","0"
"IPJ","KIPJ","Lincolnton-Lincoln County Rgnl","35.48314167","-81.16150556","1"
"N92","","Laneys","35.57430028","-81.11730111","0"
"MQI","KMQI","Dare County Rgnl","35.91898278","-75.69553583","1"
"9A9","","Shiflet Fld","35.72067972","-82.00983083","0"
"MEB","KMEB","Laurinburg/Maxton","34.79217222","-79.36589611","1"
"MRN","KMRN","Foothills Rgnl","35.82022222","-81.61141667","1"
"MWK","KMWK","Mount Airy/Surry County","36.46136167","-80.55321028","1"
"W40","","Mount Olive Muni","35.22145417","-78.03861667","1"
"N83","","Ds Butler Farm and Airfield","36.19513611","-80.00531694","0"
"60J","","Odell Williamson Muni","33.90932","-78.43468556","0"
"W95","","Ocracoke Island","35.10116667","-75.96597222","1"
"HNZ","KHNZ","Henderson/Oxford","36.36114083","-78.52982722","1"
"SOP","KSOP","Moore County","35.2374225","-79.38903361","1"
"5W5","","Triple W","35.62038889","-78.70027778","0"
"RDU","KRDU","Raleigh-Durham Intl","35.87763889","-78.78747222","1"
"SIF","KSIF","Rockingham County Nc Shiloh","36.43721639","-79.85100972","1"
"RCZ","KRCZ","Richmond County","34.89130333","-79.75959778","1"
"RUQ","KRUQ","Mid-Carolina Rgnl","35.64588333","-80.52029167","1"
"TTA","KTTA","Raleigh Exec Jetport At Sanford-Lee County","35.58243944","-79.10133778","1"
"EHO","KEHO","Shelby-Cleveland County Rgnl","35.25574917","-81.60076444","1"
"HKY","KHKY","Hickory Rgnl","35.74114556","-81.38955056","1"
"E40","","Wilson's","35.65207667","-81.35786389","0"
"4W4","","Whitfield Farms","36.28347278","-79.07890139","0"
"DPL","KDPL","Duplin County","35.00003639","-77.98165833","1"
"FFA","KFFA","First Flight","36.01758333","-75.67158333","1"
"ISO","KISO","Kinston Rgnl Jetport At Stallings Fld","35.33143278","-77.60883","1"
"W17","","Raleigh East","35.79772222","-78.43700972","0"
"LHZ","KLHZ","Triangle North Exec","36.02334861","-78.33026306","1"
"LBT","KLBT","Lumberton Rgnl","34.60980556","-79.05955556","1"
"8A7","","Twin Lakes","35.914915","-80.45680639","1"
"EQY","KEQY","Charlotte/Monroe Exec","35.01741611","-80.62205583","1"
"14A","","Lake Norman Airpark","35.61386944","-80.89943056","1"
"EWN","KEWN","Coastal Carolina Rgnl","35.07285444","-77.04301972","1"
"UKF","KUKF","Wilkes County","36.22360139","-81.09860833","1"
"SUT","KSUT","Cape Fear Rgnl Jetport/Howie Franklin Fld","33.93081556","-78.07336361","1"
"7NC","","Donald's Air Park Inc","35.73168944","-76.67125944","0"
"PMZ","KPMZ","Plymouth Muni","35.81078028","-76.75837","1"
"5W4","","P K Airpark","35.01985972","-79.19100389","1"
"RWI","KRWI","Rocky Mount/Wilson Rgnl","35.85625278","-77.89193333","1"
"TDF","KTDF","Raleigh Rgnl At Person County","36.28461111","-78.98463889","1"
"FQD","KFQD","Rutherford County/Marchman Fld","35.42822222","-81.93507778","1"
"SCR","KSCR","Siler City Muni","35.70427444","-79.50429778","1"
"JNX","KJNX","Johnston Rgnl","35.54093806","-78.39032556","1"
"7A8","","Avery County/Morrison Fld","35.94536111","-81.99622222","0"
"43A","","Montgomery County","35.38464972","-79.79026639","1"
"SVH","KSVH","Statesville Rgnl","35.76499667","-80.9539","1"
"24A","","Jackson County","35.31721111","-83.20970361","1"
"ETC","KETC","Tarboro-Edgecombe","35.93726306","-77.54648028","1"
"N63","","Meadow Brook Fld","36.30152611","-80.14837917","1"
"OCW","KOCW","Washington-Warren","35.57047222","-77.04980556","1"
"N52","","Jaars-Townsend","34.86381667","-80.74798333","1"
"CPC","KCPC","Columbus County Muni","34.27287056","-78.71498722","1"
"05N","","South Oaks Aerodrome","35.48218472","-77.35577431","0"
"80C","","Lone Hickory","36.06051444","-80.6901","0"
"6W4","","Yanceyville Muni","36.39977778","-79.39269444","0"
"20U","","Beach","46.92516667","-103.9820556","1"
"95D","","Beulah","47.25121389","-101.8150431","0"
"BIS","KBIS","Bismarck Muni","46.77273389","-100.7457375","1"
"D09","","Bottineau Muni","48.83047222","-100.4173056","1"
"5B4","","Bowbells Muni","48.80974944","-102.245445","0"
"D49","","Columbus Muni","48.8994125","-102.7922903","0"
"S32","","Cooperstown Muni","47.42277361","-98.10587139","1"
"D50","","Crosby Muni","48.92829928","-103.2975809","1"
"Y71","","Elgin Muni","46.38275417","-101.8449028","0"
"4E7","","Ellendale Muni","46.01633333","-98.51569444","1"
"5N4","","Sky Haven","46.626862","-97.62023219","0"
"FAR","KFAR","Hector Intl","46.92063889","-96.81575","1"
"D54","","West Fargo Muni","46.90038056","-96.91852222","0"
"D24","","Fessenden-Streibel Muni","47.65972389","-99.66095556","0"
"Y27","","Standing Rock","46.0668825","-100.6327794","0"
"GWR","KGWR","Gwinner/Roger Melroe Fld","46.21827778","-97.64336111","1"
"5H4","","Harvey Muni","47.79122222","-99.93175","1"
"JMS","KJMS","Jamestown Rgnl","46.92972222","-98.67819444","1"
"7K5","","Kenmare Muni","48.6676125","-102.0480028","1"
"9Y1","","Dunn County Weydahl Fld","47.39133194","-102.7718125","1"
"K74","","Robert Odegaard Fld","46.64873075","-96.99900961","1"
"D03","","Kulm Muni","46.30676389","-98.93883333","0"
"5L0","","Lakota Muni","48.02891667","-98.32575","1"
"4F9","","La Moure Rott Muni","46.34728056","-98.28148611","0"
"D55","","Robertson Fld","48.75313064","-98.39376917","1"
"NC2","","Taylorsville","35.93083333","-81.19666667","0"
"N97","","Hiatt","35.83013667","-80.10754472","0"
"AFP","KAFP","Anson County/Jeff Cloud Fld","35.02063778","-80.0771175","1"
"ACZ","KACZ","Wallace-Pender","34.71786111","-78.00388889","1"
"MCZ","KMCZ","Martin County","35.86219278","-77.17820056","1"
"ILM","KILM","Wilmington Intl","34.27113889","-77.90288889","1"
"W03","","Wilson Industrial Air Center","35.77040694","-77.96979139","1"
"INT","KINT","Smith Reynolds","36.13371381","-80.22198772","1"
"1A2","","Arthur","47.11263611","-97.20814722","0"
"ASY","KASY","Ashley Muni","46.02315556","-99.35257472","0"
"9D7","","Cando Muni","48.48002778","-99.23638889","1"
"46D","","Carrington Muni","47.45111111","-99.15133333","1"
"5N8","","Casselton Robert Miller Rgnl","46.85394444","-97.20786111","1"
"2C8","","Cavalier Muni","48.78372222","-97.63197222","1"
"DVL","KDVL","Devils Lake Rgnl","48.11659083","-98.90998806","1"
"DIK","KDIK","Dickinson/Theodore Roosevelt Rgnl","46.80047361","-102.8044353","1"
"D29","","Drayton Muni","48.61851389","-97.17589722","0"
"S28","","Intl Peace Garden","48.99730556","-100.0436944","0"
"51D","","Edgeley Muni","46.34969444","-98.735","1"
"9G9","","Gackle Muni","46.62156389","-99.16446389","0"
"D05","","Garrison Muni","47.65604358","-101.4368016","1"
"D57","","Glen Ullin Rgnl","46.81430556","-101.8651944","1"
"GAF","KGAF","Hutson Fld","48.40471556","-97.37095667","1"
"GFK","KGFK","Grand Forks Intl","47.94786833","-97.17569167","1"
"6H8","","Hazelton Muni","46.48221667","-100.2637333","0"
"HZE","KHZE","Mercer County Rgnl","47.28993528","-101.5809781","1"
"HEI","KHEI","Hettinger/Jb Lindquist Rgnl","46.01488889","-102.656","1"
"3H4","","Hillsboro Muni","47.35940778","-97.06041639","1"
"2L1","","Larimore Muni","47.90671389","-97.64097222","0"
"D31","","Leeds Muni","48.28500694","-99.40219722","0"
"4N4","","Lidgerwood Muni","46.08969028","-97.16614444","0"
"7L2","","Linton Muni","46.22064089","-100.2456239","1"
"6L3","","Lisbon Muni","46.44697333","-97.72821556","1"
"7G2","","Mc Clusky Muni","47.46204722","-100.4872292","0"
"8M6","","Mc Ville Muni","47.77031667","-98.18491389","0"
"6D3","","Maddock Muni","47.9802625","-99.52695972","0"
"Y19","","Mandan Rgnl/Lawler Fld","46.76797222","-100.8943611","1"
"HBC","KHBC","Mohall Muni","48.76888528","-101.5376422","1"
"3P3","","Mott Muni","46.35916194","-102.3282442","0"
"5B5","","Napoleon Muni","46.49426069","-99.75871186","0"
"8J7","","Tomlinson Fld","47.69638722","-99.13122861","0"
"05D","","New Town Muni","47.96785417","-102.4781164","1"
"4V4","","Northwood Muni/Vince Fld","47.7248875","-97.58981111","1"
"2D5","","Oakes Muni","46.17329611","-98.08003861","1"
"64G","","Page Rgnl","47.17019444","-97.48191667","0"
"37N","","Garrison Dam Recreational Airpark","47.48272778","-101.4081486","0"
"2H9","","Rolette","48.6668625","-99.85316111","0"
"06D","","Rolla Muni/Leonard Krech Fld","48.88441722","-99.62092667","1"
"RUG","KRUG","Rugby Muni","48.39036111","-100.0242778","1"
"4S5","","St Thomas Muni","48.6264375","-97.43905556","0"
"91N","","Turtle Lake Muni","47.50960694","-100.9166","0"
"BAC","KBAC","Barnes County Muni","46.94119194","-98.01793111","1"
"BWP","KBWP","Harry Stern","46.24429378","-96.60715594","1"
"96D","","Walhalla Muni","48.94057319","-97.90277764","1"
"ANW","KANW","Ainsworth Rgnl","42.57922222","-99.99297222","1"
"BVN","KBVN","Albion Muni","41.72857694","-98.05575972","1"
"AIA","KAIA","Alliance Muni","42.05322222","-102.80375","1"
"4D9","","Alma Muni","40.11247222","-99.34641667","1"
"37V","","Arapahoe Muni","40.34158333","-99.90780556","0"
"BTA","KBTA","Blair Exec","41.41480556","-96.10897222","1"
"84Y","","Bloomfield Muni","42.57972444","-97.67367528","0"
"BBW","KBBW","Broken Bow Muni/Keith Glaze Fld","41.43644611","-99.64216444","1"
"BUB","KBUB","Cram Fld","41.77757667","-99.15021167","1"
"CSB","KCSB","Cambridge Muni","40.30658194","-100.1620722","1"
"47V","","Curtis Muni","40.63875","-100.4734167","1"
"93Y","","David City Muni","41.23032972","-97.12253083","1"
"FBY","KFBY","Fairbury Muni","40.18197222","-97.16788889","1"
"GRI","KGRI","Central Nebraska Rgnl","40.9675425","-98.30963889","1"
"GGF","KGGF","Grant Muni","40.87066336","-101.7338794","1"
"0B4","","Hartington Muni/Bud Becker Fld","42.60308333","-97.2535","1"
"08K","","Harvard State","40.65133333","-98.07988889","1"
"D56","","Mayville Muni","47.47684167","-97.32808194","0"
"4R6","","Milnor Muni","46.25829417","-97.43786861","0"
"MOT","KMOT","Minot Intl","48.25763889","-101.2780278","1"
"D06","","Minto Muni","48.29260278","-97.39402222","0"
"Y37","","Park River - W C Skjerven Fld","48.39408333","-97.78077","0"
"Y74","","Parshall-Hankins","47.93568472","-102.1421244","0"
"PMB","KPMB","Pembina Muni","48.94241667","-97.24066667","1"
"Y99","","Trulson Fld","48.03056806","-101.9532225","0"
"4E8","","Richardton","46.89581667","-102.3567444","0"
"08D","","Stanley Muni","48.3008825","-102.4067539","1"
"D60","","Tioga Muni","48.38027778","-102.8973611","1"
"D61","","Towner Muni","48.35947689","-100.3955251","0"
"5C8","","Washburn Muni","47.35114889","-101.0258961","0"
"S25","","Watford City Muni","47.79299917","-103.2493522","1"
"D64","","Westhope Muni","48.91307639","-101.0337222","0"
"6L5","","Wishek Muni","46.24962917","-99.53965833","0"
"8V2","","Stuart-Atkinson Muni","42.56269889","-99.03881028","1"
"K01","","Farington Fld","40.38666667","-95.788","1"
"AUH","KAUH","Aurora Muni/Al Potter Fld","40.89413889","-97.99455556","1"
"RBE","KRBE","Rock County","42.57112578","-99.56952019","1"
"BIE","KBIE","Beatrice Muni","40.30127778","-96.75411111","1"
"42V","","Jones","40.05805","-101.5468336","0"
"07K","","Central City Muni/Larry Reineke Fld","41.11156131","-98.05133561","1"
"CDR","KCDR","Chadron Muni","42.83755769","-103.0954019","1"
"CNP","KCNP","Billy G Ray Fld","41.07747222","-102.4640556","1"
"OLU","KOLU","Columbus Muni","41.44872222","-97.34094444","1"
"CZD","KCZD","Cozad Muni","40.8695925","-100.0042514","1"
"6K3","","Creighton Muni","42.47127778","-97.88475","1"
"CEK","KCEK","Crete Muni","40.61837672","-96.92570869","1"
"FMZ","KFMZ","Fairmont State","40.58609758","-97.57313656","1"
"FNB","KFNB","Brenner Fld","40.07877778","-95.592","1"
"FET","KFET","Fremont Muni","41.44994444","-96.52119444","1"
"97Y","","Genoa Muni","41.40436806","-97.70972361","0"
"GRN","KGRN","Gordon Muni","42.80597806","-102.1752511","1"
"GTE","KGTE","Gothenburg Muni","40.92548333","-100.1465694","1"
"HSI","KHSI","Hastings Muni","40.60525","-98.42788889","1"
"4V6","","Hay Springs Muni","42.68191806","-102.7007375","0"
"HJH","KHJH","Hebron Muni","40.15194444","-97.58452778","1"
"HDE","KHDE","Brewster Fld","40.4518075","-99.33602778","1"
"1V2","","Grant County","42.00999444","-101.7700639","0"
"IML","KIML","Imperial Muni","40.51032622","-101.620146","1"
"EAR","KEAR","Kearney Rgnl","40.72704056","-99.00677","1"
"IBM","KIBM","Kimball Muni/Robert E Arraj Fld","41.18805556","-103.6773889","1"
"LXN","KLXN","Jim Kelly Fld","40.79042361","-99.77591417","1"
"0V3","","Pioneer Village Fld","40.51491667","-98.94563889","1"
"AFK","KAFK","Nebraska City Muni","40.60652778","-95.86666667","1"
"4V9","","Antelope County","42.11225","-98.03977778","1"
"OFK","KOFK","Norfolk Rgnl/Karl Stefan Meml Fld","41.98546028","-97.43511389","1"
"OMA","KOMA","Eppley Airfield","41.30316667","-95.89405556","1"
"MLE","KMLE","Millard","41.19598611","-96.11226472","1"
"ONL","KONL","The O'neill Muni-John L Baker Fld","42.46936111","-98.68777778","1"
"ODX","KODX","Evelyn Sharp Fld","41.62369444","-98.95186111","1"
"OKS","KOKS","Garden County/King Rhiley Fld","41.40191108","-102.3563516","1"
"50K","","Pawnee City Muni","40.11616667","-96.19486111","0"
"SCB","KSCB","Scribner State","41.61070764","-96.62977875","1"
"SWT","KSWT","Seward Muni","40.86472222","-97.10922222","1"
"SNY","KSNY","Sidney Muni/Lloyd W Carr Fld","41.09976083","-102.9849931","1"
"AHQ","KAHQ","Wahoo Muni","41.24060528","-96.59454861","1"
"64V","","Wallace Muni","40.83222444","-101.1640447","0"
"LCG","KLCG","Wayne Muni/Stan Morris Fld","42.24160575","-96.982271","1"
"2N2","","Newfound Valley","43.59201806","-71.75146806","0"
"CNH","KCNH","Claremont Muni","43.37050444","-72.36820694","1"
"4C4","","Gifford Fld","44.88752361","-71.5077245","0"
"CON","KCON","Concord Muni","43.20272222","-71.50227778","1"
"7B3","","Hampton Airfield","42.96126806","-70.83015417","0"
"5B9","","Dean Meml","44.08017283","-72.00775992","1"
"8B1","","Hawthorne-Feather Airpark","43.06127778","-71.90536111","0"
